Weight Lifted (Kg),Lean Mass,Body Surface Area,Body Volume,Torso Volume,Vol_Arm,IMTP_Force at 150ms [N] ,IMTP_Force at 200ms [N] ,HABD_Plus_HADD,Grip_Strength_Kg,SJ_Concentric Impulse [N s],SJ_Concentric Mean Force [N],SJ_Concentric Mean Power [W],LSJ_Concentric Impulse [N s],LSJ_Concentric Mean Force [N],LSJ_Concentric Mean Power [W],LSJ_Concentric Mean Velocity [m/s],LSJ_Concentric Peak Velocity [m/s],LSJ_Flight Time [ms],LSJ_P1 Concentric Impulse [N s],LSJ_Peak Power [W],LSJ_Velocity at Peak Power [m/s],LSJ_Vertical Velocity at Takeoff [m/s],CMJ_Concentric Impulse [N s],CMJ_Concentric Mean Force [N],CMJ_Concentric Mean Power [W],CMJ_Concentric Peak Force [N],CMJ_Eccentric Mean Force [N],CMJ_Eccentric Mean Power [W],CMJ_P1 Concentric Impulse [N s],CMJ_Takeoff Peak Force [N],LCMJ_Concentric Impulse [N s],LCMJ_Concentric Mean Power [W],LCMJ_Eccentric Mean Force [N],LCMJ_Eccentric Mean Power [W],LCMJ_P1 Concentric Impulse [N s],Sex,Height (m),Weight (kg),BMI,Avg_Bicep,Avg_Calf,Avg_Mid_Thigh,Avg_Forearm,Chest,Hip,Neck,Waist (Abdominal),Waist (Narrowest),IMTP_Peak Vertical Force [N] ,IMTP_Peak Vertical Force / BM [N/kg] ,PU_Peak Vertical Force / BM [N/kg] ,PU_Peak Vertical Force [N] ,Combined_Left_Right_HABD,Combined_Left_Right_HADD,SJ_Jump Height (Flight Time) [cm],LSJ_Jump Height (Flight Time) [cm],CMJ_Jump Height (Imp-Mom) [cm],LCMJ_Jump Height (Imp-Mom) [cm],Level,Est_VO2Max,Peak_HR,HR_Beats_Drop_60s,NBA_Peak Drop Landing Force [N] ,NBA_Time to Stabilisation [s] ,NBA_PF/BW_N,BA_Peak Drop Landing Force [N] ,BA_Time to Stabilisation [s] ,BA_PF/BW_N,Age (Years),SA_Arm,SA_Leg
45,6318.41441472781,7385.961246857089,9711.133533874077,7833.558209370646,4912.83389916441,4445.309558030709,4227.950117589874,6878.588875746972,6443.576176172781,5749.175712633215,5977.493748684886,476.10116069403546,6289.993408764912,3381.99896367894,9875.078354331163,5141.776258729398,4667.781136911628,4516.46884664556,5703.706719015461,8946.623479446973,1097.970144583322,8278.694314877826,5733.129904829372,3206.34080210954,3706.827115955379,1921.5069925822058,5800.725531342339,405.63436074508394,6165.836688698853,5344.091515487283,2638.960864460384,8913.706111461415,5586.292761417121,9822.836584382583,9224.761860137492,1601.8567801037846,4972.832181132563,4842.911985696534,1104.4982178708617,5774.675757275626,102.79442618655033,2248.289424963698,1163.0077127395025,6563.528158640125,2360.8877796942443,7357.517336103584,6631.29293695157,438.01875890067674,5134.456079996008,9422.827966259862,8785.744995974894,3796.405453057425,8508.97451161684,8538.86856149028,2451.110614293729,4771.55898852399,4412.6166323004,7827.824787368084,9407.730420489877,460.07582328768484,3684.101562006011,4647.526035248362,3789.3834266507033,6397.276029996145,9070.06015066182,5163.742644793568,7228.214117178587,9879.717194822504,3956.5724703734336,5552.349521591905,6590.56694404151
13,5451.891417702262,1141.8794668374135,9908.451197302242,7137.106138523671,2212.057977567262,2257.8993492930495,4551.744766515022,6054.153500356007,819.599905165886,9920.455228835837,7383.442822266953,4498.407501694501,2842.637699428332,8495.025984597441,1695.8219892371185,3048.7611137892072,791.369680782587,5423.114359503329,6888.954812030101,3245.1058394700876,727.0307420821102,7884.071928851512,8403.748303383341,3413.2151717407473,40.66263423773246,8380.420325063924,7478.824639014056,7399.274779248577,8458.16161001636,5258.188170480993,6654.149620243421,5478.729026570453,3713.912152945267,9778.475246122529,6780.303790853275,8905.959263830522,1500.5829229779863,4408.514543009827,6886.859564523885,5645.298744210301,8533.890647223832,9322.582227377285,6743.156041167019,3272.4630191358483,3293.444894996414,5677.504469547776,3437.508533723383,6523.961142128687,4915.469502809485,8296.669368511537,183.42102804731357,7744.229864542652,2651.325151449306,6977.513920362285,7072.128997715543,2119.3831717488456,4784.093342977387,4143.179909311748,9744.346385311372,9426.423500108664,1886.645424015982,1684.4277956011908,5472.945464173937,3177.9309179415204,4048.9201634057304,6950.533601481246,1997.7824613523344,6525.81128959329,5929.624784828185,6640.604159584849,8996.954032414513
53,6104.555766557263,1827.008503541727,1748.5112202923808,9125.695549381506,3441.1047519951135,7815.498511980172,3924.2428458246336,3692.529093038839,9088.93162377755,38.10384869857366,8455.48999245083,1172.0558865354303,204.58793660235332,6637.923549767878,9442.373915721862,859.086162060199,8782.97938091255,7981.869672657739,8442.62348083845,2234.234034846257,7337.747023966391,4273.148807419781,8147.522841341744,4535.904782435603,3339.1398540968808,4466.446851326014,7691.187629962657,9369.895540664693,9061.741495477225,667.2125169627585,1212.5416678892107,8828.464869729965,1700.5093425569223,6351.584786175305,2430.532646870069,9593.102580503142,3985.9532910573816,2674.231998226085,4360.314036388261,5152.39473983366,9805.151029865292,1287.2465931350916,683.5929467603203,2256.1416808680083,9430.853382310574,4033.4560787860764,9172.959264899908,559.7570834456162,4545.8546469727635,7850.953423869231,2117.7855001599346,1615.9386503718927,2551.1865129967678,2049.449094907583,8131.209773659093,3574.290975673918,9344.88904227253,4926.927411615977,482.1583281835303,3733.8979518836977,4597.440988663921,6178.452184968214,2040.2987984609972,9674.077974570118,6800.547832582563,5503.464742711951,7696.193037348101,332.3870446410898,1003.843022821607,0.6711964464076228,6138.539856937438
48,7196.363314661926,6222.827098015015,2964.7573513181787,6359.118483819905,1635.2972754427094,2609.058157678165,4288.852648408072,5281.151673848109,9682.928837182668,959.4229735148878,7960.265129504113,5741.940766626452,3252.8757735782997,818.77174064377,1798.9908435627572,158.561570071109,7743.001164170822,5421.49174855802,3302.0228399508624,2517.7924270408457,3162.2111085518914,6618.45543553149,5898.493066760404,5335.400477183333,5115.9152173091425,5937.634940731092,6992.7128679093275,4667.477984106668,3359.744063540504,6189.160379476848,3520.9022015696137,8761.090538000712,702.3574854163759,3364.0449516807325,2568.8525139237277,728.527075876385,5479.096203436907,4316.703256989746,1875.1954237475495,195.30202837726824,2284.9895960635745,6689.465913890154,6607.4470895908535,3457.6205959063095,5841.664554053945,391.2705784374281,5285.572012064231,173.85108446018003,2627.9036279964193,4737.392077588324,7837.17393399733,2525.9676606042435,2094.78049138275,6184.568544629712,6703.603806053876,7760.674786599649,6195.06161741391,8228.31546785156,9270.687935002068,380.26843124035037,9270.246024609194,6344.190855582892,8839.336717159564,160.30070839978356,1881.274233295545,749.1795288450961,5031.871532538418,391.8137799905657,2182.4946697139926,2688.1848769309618,2153.7672915721546
24,6483.471146227899,2175.5826956153996,6307.192455487126,779.8813588825711,4073.300364414786,1324.086239510588,9884.519906841952,7950.194449079327,2913.6376258982277,9290.961248286907,3348.2398043539597,2407.1673162736665,995.0073271050785,4273.506413087795,4297.869631494955,3029.987249258074,509.06075849075944,8079.7221959537155,8860.245564982037,7766.498217676902,3602.764121650575,7108.3301339030095,9463.51967640106,9146.452221389456,4354.775761380093,7777.183192933092,577.2919003904775,2422.867880769532,3743.881289834077,6464.417484038836,7600.914095763549,5901.413982653557,6187.847600668868,3441.753738713176,563.6617679350671,4317.752467390185,1542.8746019290888,1663.1833131899814,8157.544748278846,1794.8156647776834,9698.760714814762,5082.796224499487,6233.121361798899,1694.2041130922642,108.80864198942362,3602.3253507586414,4477.028016587418,8223.47860881635,690.9355391208491,320.0985359151931,4004.935460462909,8493.552587533763,3559.651492083105,9911.848916081883,7709.846234421463,236.04481533090177,6889.6459199620585,9856.011717856003,9631.797541716369,9353.185608923808,1923.0037216670326,3669.31552127707,6579.539360156965,2471.0853826070797,4791.376385694681,410.6539232450303,5398.213522823255,4802.6801916152235,4688.912203402237,5437.079557382761,3756.574827815897
22,6669.985263245384,8427.373377649881,7690.7813346677785,538.7965116064082,3938.0775096759753,4144.507218629152,4151.528634857877,8630.998867662545,5988.726995847297,6554.712323229013,3566.438468627666,2630.636440407825,9306.599227799314,5783.148571066033,5515.042540022627,736.7678677785427,6913.179975171603,9389.32192129382,2115.2587592531845,6890.396274568812,1484.5478567571254,9312.264004525945,6798.853662072398,4900.626153604414,4036.399618753398,8904.894128875998,1276.1307066315094,7869.926945011047,2945.2946012555108,4558.880261920752,7725.189367363569,4985.735239952604,7760.712330201792,1297.9545107137303,6052.126214077195,3549.947140756061,5980.509603077948,6516.936472824809,7714.291545014162,5226.692581869784,8310.14468860887,670.8181592531079,3795.6709431246127,2229.1170390333787,7285.507116262852,9262.715530609723,5316.287902659826,9249.396673540523,367.11417273519925,9957.643498379006,2031.039534055035,3141.2066978115163,3645.2070885494495,3368.7790020567786,7535.761085900654,87.45488603017576,1192.1375654534158,3.3171939400730914,6163.773363254574,4924.570785607624,4255.141749630993,5551.062727582971,9711.87328831407,1653.167282234328,1709.2267200739275,4511.332762467226,241.42115281218918,8837.99416080555,289.52155757214405,7770.8019424267995,8927.210246466422
48,3835.4293090210235,4155.886755459436,8585.334127014508,1792.7565536121235,7009.495497624783,2625.9839432292206,4638.489701016206,4644.881522398161,9399.741115203447,1759.227309936315,3068.81147284269,4655.999898581222,8887.017778847387,7001.3204604199,4924.57533586984,7638.775780226951,5911.20655548512,986.4477037706375,7796.09863598952,8859.610253819423,1828.5376942316186,8053.310798563116,3314.0359641565196,1864.8518469908406,2304.3854580611332,1170.2309501528784,4368.117741059051,4651.446049675003,3432.416766623302,4310.787567892914,6016.043251324381,8450.201086722098,4095.357953468791,8891.654815331187,157.76191083370534,3119.1301829613026,3852.644488671603,685.6070226187045,2637.736021153901,8905.144765852021,8942.219234202084,186.46792036680878,9562.38827054466,3036.2421229883435,3526.1631769484334,2058.734425321905,6180.6425212050235,6898.315129509415,9428.197311602691,5039.472175718598,9590.668573952802,5926.143917086435,3713.870998660573,1503.521643161456,1779.1857159578506,3830.598822350111,7018.609625664353,4273.218270825538,4981.4378757738095,1332.338784571924,5923.468366356564,9304.490570571372,5708.87953199604,6604.547779801975,6379.854458618173,9841.520465083431,6308.556832638143,2287.669712262774,4556.600971797867,1769.3046954479137,2279.888411688333
19,2234.4789071583737,9992.217990455292,7175.393416527696,4677.0980639974705,6003.269081644869,4304.784265759633,6261.623401609469,2678.4911159507633,1421.2730001847995,8623.822969190853,6806.447715475646,3038.576492664336,9708.725606096961,4623.854139081499,1719.7169262599064,368.0748976415316,6246.132018851119,9544.943053366527,1569.9692620183355,8186.195586053323,2399.1117603570315,99.72111889833195,4312.990701104101,542.3106437182445,9525.954656045971,1038.9873773720442,9564.41145329412,8826.226134325489,3.582485630013467,7711.98294952183,31.25648184952419,5711.900836679997,9657.276010533948,9784.920397270342,4738.2680145215145,6583.22032521699,6058.577053939479,5288.545850881667,1881.8776011877937,5768.112305875146,5828.760430365125,427.5032261530031,5561.830080684443,6301.979374749198,2794.3110171623944,5641.253500060094,6972.136226411565,999.5948846908137,2098.0526968245895,2496.610139886682,3401.838739618072,2284.9428394674997,7991.108250321069,9442.587922817107,9457.514144256205,5636.922673721974,869.556113732655,8275.042042130082,9446.430824452696,915.1122518524553,3520.6003246898526,763.3468562906536,5041.906068141448,5248.951495058745,5354.2717041632195,8529.652541735422,6271.330564986607,4212.48784261711,8721.35744415869,1155.1436015879588,4474.113750611695
49,4207.724016787627,8313.33429974577,2712.774395713285,9894.591499207894,7627.317988056457,9605.423477727341,516.6190669586014,9162.824811283566,6638.434749412736,9042.983858240668,2694.7610444580914,5603.879001967269,9688.1572037254,4676.207382404889,669.3167426788528,1427.3016944357194,1340.2446352325424,5373.497817105732,24.650969384924935,5587.182886444019,9077.193564732705,174.683446728776,6041.777997548354,7389.085732199469,800.9535394779291,8888.40336415742,3166.624230189655,2933.0814657748974,8018.380477571774,7277.255516615797,1798.8873544192109,3352.368623115129,1361.0094176902103,3935.7800522821176,2820.0255191642573,3923.2088981478173,4961.701417998182,9962.510138220603,3393.2372636606424,4745.035235603359,9043.056360211738,7842.880062208112,2035.7530141211892,7353.256423941758,3460.0158835043053,5337.370515206028,6763.659827189928,4570.111493690025,3894.162038733752,9489.59286943441,1178.710363860192,6292.920295217476,6432.035399001436,5415.797175672345,9918.94904306852,100.05980353885867,7271.376753027141,6513.0880105888455,5817.806910864681,6.109860859696367,5192.390511177133,8816.786479780105,9041.369292950034,1773.5669492271072,9482.850310076788,3730.3693456296105,899.3235341585515,6654.075064719625,8575.133643644482,2524.269445535995,8914.718619510199
10,8048.297081194824,1606.943004223095,8506.48025029465,5771.978086816593,5293.294202226643,3025.868031588079,1509.2454702347295,5518.026516227485,9527.41920953751,8658.264901973433,553.8511326597485,529.4510675519183,7424.53248258304,301.4056512226002,4107.625202493772,5661.497244704183,7371.181959730038,8989.16401296543,3212.067412813603,4353.945114270825,1783.2694544365345,5392.705997608986,714.8112525883506,562.9297618786899,113.97172669970954,3403.7934510571245,6998.543737038296,6293.735114796231,6848.949197728873,6516.300222834517,9117.981409303004,4200.320002530763,8273.29133352169,2345.7934554599633,4328.512545500123,2077.1159168687013,6481.094555336854,7307.198804678556,3421.5095518230582,814.1630984085537,8850.006213105828,1529.8381492678718,7513.546746803021,2889.356904052452,694.1060705012384,6172.697293870392,6381.286278530399,1265.36958108323,8206.938666459266,4262.084483064132,6804.693512985725,4084.287188192461,4926.077935879837,8961.836409773156,3883.596425481639,9903.125271573523,4425.52403295148,1705.8182211269736,5653.316285386359,7738.320095003587,4968.425027091717,8232.822020699561,2054.693118877029,2579.3982427192427,8313.64314415623,214.64265774645327,3546.770432584204,4163.102156172583,7393.397572592981,2996.79484145249,1558.4565917006091
41,3171.766171937749,8645.598917529072,7359.17918659335,3100.1260573855884,4101.867111914692,7800.4772782357295,5640.201489090661,3936.6113344793175,956.7302377642043,4929.347593771234,589.3834959351202,1739.1029003988865,5197.459792954462,302.7897909080748,5742.6148433581075,1182.1829062157337,2480.874857116863,266.2179497830857,137.25895235565739,2627.236362132143,9543.480828480735,7208.128150493396,3890.7814389450655,7356.621813379151,1990.5617872295645,2566.9310397652953,8972.37147390071,8844.51683701261,1252.398427923816,3092.713118558147,9676.05820544526,9605.766669375387,2423.427200973532,8003.191978205038,3785.5915147295623,788.7273120074872,9631.045012451215,9036.806595629061,2150.778070440627,1232.830356017752,3971.0049238945026,206.19076387002607,7322.969929409994,815.6217033572436,6415.297834820807,1600.639631558029,7748.326697940426,542.0335621404336,1856.4197961105845,5216.220874430751,4846.131821082264,2210.4854431948984,1934.0422977946082,818.6239648911476,7400.334801741757,2452.7139906519983,7625.584894183551,7856.156350186255,130.42912861726887,9897.206216688972,5619.972978990389,4168.207967715509,248.17160533448532,4297.201288056517,747.9435470014381,6643.7134848526575,7863.2145619736975,7444.972663741595,7140.152158723969,107.03379960751373,5313.122659912114
24,3954.2624189624635,4987.606212133488,5004.262233857757,8390.31935290235,9664.392558911666,554.7055580014624,7290.119539127355,6269.672756885276,6174.893321682274,3935.869978806692,8614.27567013973,5697.529592269833,1683.8490957324348,7672.517885960128,7887.022701861742,8854.5784640401,2440.0065337324336,3572.275916739853,8836.945949834806,884.6159944463078,4548.903164462782,8673.040980180798,7482.400369962493,9422.002746623535,7576.534389630423,1208.762075358221,2583.7712046735965,8833.679288046413,842.5565813017317,9122.824138985998,967.7719448578735,673.1201299063805,1430.306961927221,3208.188645505214,3615.481103955536,8996.365866159274,8159.322841770755,8068.345065681984,6375.25671472629,4764.419526261582,9662.400384431232,2268.929477928669,6929.924882010849,4026.915817866193,8113.790792347345,1009.2104557204309,4280.513288378929,5887.2486033624955,9257.301436459655,7550.399960849818,6675.321434296833,3659.688108523632,2625.904363345692,8729.347080701673,4883.437315321737,1042.4717051700247,5417.550626292368,6086.235052342077,6108.516596281578,5714.664887486319,1593.3231735246766,1603.165259045015,3745.8357458768332,5224.396875399396,2476.88751159204,6028.550720050222,8183.124204685345,2446.432054561202,6522.922107534339,724.1823181887602,2239.721635884016
7,8197.465341632327,3903.8784595281986,4592.92418781638,7110.2381306423795,9115.56538431727,8887.95722679076,8083.1379711796,6475.141321007564,4701.17467104091,9931.576869489214,6114.699095636023,4029.6602946555427,6307.550083769619,1858.437036292544,5734.255540191232,6902.3386397068925,3348.238483735229,1259.9518906797857,5485.723941546074,6506.797940885728,5378.009146951942,7733.35384660293,8332.799278933404,998.859087447609,9719.240600194013,7305.94570811968,2018.3107277045294,7499.002803649022,8448.79803734495,2890.8312940610663,2815.201841337846,619.3825785957812,9645.770766967276,2022.5437889106574,741.6109387444097,9599.849612995007,9745.784453685967,1745.0226533635384,8455.701787264681,5541.183684370949,5183.57456853281,5044.089356712743,5223.498996753032,9504.914887396448,5393.466320493005,569.6820710652534,668.1971594373641,6750.743284020876,8061.052022874954,8113.903332257633,5699.604437054384,9195.032311620107,6.0084332965540215,7822.760986349324,5512.847842773864,9505.599031545904,6814.295623346925,885.4042635499045,786.8955793670777,2154.6125708222316,6551.185767459297,2740.2154821315335,4211.003108758105,4054.2232167851075,2577.0148142317994,3505.691247627656,1558.807770568324,226.6647109553459,5550.735660839839,1871.3434434635096,7980.517723829599
14,4608.24248275073,7480.576996075249,4302.228761004831,1964.2263737752248,8778.50819516379,4120.815738852758,9498.628376497209,4736.53917471782,3704.3586187724104,69.87362699192828,5394.836286762546,5648.149648020836,9099.044833869311,8552.580472329724,9861.485789797447,2162.784002075015,9606.057480004018,1310.0184811898248,8130.841518699331,5746.935676371881,1953.4842725941326,3506.313447069004,9608.089512505627,4894.145514559219,1068.5766357596817,7488.270221676075,1675.2705209725625,8934.102958509859,2199.8707491034447,6408.422503118766,1324.072812948557,1924.000812924575,438.19055123556853,3111.306990763997,6908.246916433685,8878.824556547443,4171.354212941412,8787.987599017604,8591.777646258854,7465.192252566803,8785.054533967723,5382.8516816163665,647.4439018543653,5439.690754805746,8098.310193099758,630.9288432275708,6747.569064930469,5143.112700000546,6555.742590223766,6599.56435648994,6144.89151676778,3284.9504813319763,1375.0100842220938,8720.937635245093,6365.366143385423,4015.209917363513,5228.330799473976,5052.415816542526,2811.5313180698695,6233.397925581039,3147.8617718112346,9858.243033263334,1979.157013306016,6647.686561083117,145.6156708237617,9729.707886534792,7517.039779060329,5921.870747336652,2131.601220448341,6687.082109152593,2512.27855678365
52,8124.259534070401,9554.239192318762,1365.6686560567925,3279.776864207479,1156.267415902661,8719.501014295245,3912.120011274656,8159.765239857475,4918.970785223439,2568.1054965786307,8529.134821156238,1982.3822644759227,4143.488515192063,6619.894341982091,6024.936900367898,4006.6331112567104,5982.285888033453,7234.962788607747,6850.54108953484,7018.007258842873,5386.120121129992,3192.639846632574,6440.927669554542,5358.681495170492,8209.976815402406,8866.132174886734,923.4600713549513,3597.7687729424783,5697.460193654956,3005.7486346600876,7795.928915944546,3471.1058287931733,4333.063778873715,7582.9104883108175,6982.579673317326,9185.976973325518,3002.3657535947923,9271.801524057659,3208.8660310308082,7857.647522198753,9230.107147013603,9754.237778912075,292.80345663586536,8036.187927176956,7673.18409660243,9809.065431747811,8833.995258514668,3152.1491232860453,849.737917165769,4596.107813409388,9469.343345248879,4080.8058972427507,8695.778870273234,596.0470652462689,4744.354324879784,2526.4389619401177,9956.315642053927,5703.964324836245,9240.00673057405,7405.825532201799,7763.516208766419,3087.6248580128563,6818.816745974812,824.8264916342341,854.0270150912675,8503.880805925222,4624.254746810927,901.6564777096253,2969.6500935128665,5255.835332543524,4113.022042209311
29,3906.6833139063933,7783.664125537684,2298.4088687340723,6571.876688976313,8359.124643818772,1130.6343234266894,9884.73126535186,6136.091699735745,9784.34209797558,4081.3158176207803,8200.645206973637,2835.561571763522,8431.34650108612,8269.422082899844,8582.340226643248,7203.580564949713,3523.5128427386553,6467.94150374449,8902.812948735424,980.1181323698147,9711.302014771521,3905.532703130489,9225.09637596034,9074.572198487424,5570.878189370221,143.7417435676753,1429.178212684786,3775.6257546535835,7288.975765674775,8820.614828324318,6678.2962054166455,418.9222619924902,7133.317982310911,7975.912691510493,2528.088346225368,533.5593488843809,536.77468248912,1458.249269726165,2394.4559857193854,6086.272770057673,1277.1749695971869,1276.3112484204225,4616.019664534514,4531.457246623956,2793.904150008171,5844.131395306697,4705.744525813935,5337.575702947483,4168.785065555681,3922.024392045306,8533.14457133322,1594.660519513886,8915.396980500936,620.4119210153252,1815.6844068164983,5217.291337393123,8975.878674142867,8813.302982950012,9834.66233877251,1470.2666739562565,1010.4502610523756,7401.893356993184,4304.707105704163,2868.809603248461,4573.155102721503,2762.2940689919624,6552.757497372507,9338.865997967858,3864.9073207563983,2871.0492747285753,5215.385815685494
43,4205.877212764907,7336.8125381895625,2413.725755462436,1044.1600712855434,2443.974360700993,3328.468634987489,2010.9849982512667,8605.201393303565,623.4180472964593,8950.827347300785,5064.929066448229,3771.569754555543,817.5034010536838,3787.280186142374,6135.400883336823,8640.366648921268,8698.088607732978,6152.095901554776,4597.922064819397,416.8490035836116,2427.473337278371,7492.8183857243785,4366.307088115007,9641.733555113968,4736.546941696352,9289.397583668127,7979.399272460647,3585.115037268424,7177.101388513006,9947.298025481992,7357.232938792215,5605.78573462779,2806.203805245525,7653.80320736156,1885.9952021513093,6826.707767064927,9391.455459456374,7511.303497274533,6358.007732465067,9776.4570797245,4666.1908760052565,5168.020948927453,230.43800165157433,3373.146748239676,6015.6731558936235,2903.0386898171396,521.1512448062938,2091.482150314139,4093.1328556701337,1428.6782319325687,502.8236630356859,1241.762046835178,9182.171097128077,6696.561682317982,4938.703335056986,1701.8552555631456,3553.130962636933,441.02883105447876,5276.427456403627,6072.548394442829,4366.916468397311,6268.298870225279,2344.9474703700807,903.4098532560538,8675.779652226855,226.16846026306865,9396.91578938869,1370.6480257702622,1254.3419517094394,2337.0846974353867,6667.964410407798
13,8756.967942434921,7199.670376582718,2419.5113643252735,3859.850433783548,6887.973368853383,7423.675595588048,1494.9073035590743,1871.0707010462884,6890.576626748037,2606.6028843383156,7425.230026541,9842.237334234778,9931.010646600384,6171.278641263005,8112.950400562409,5183.413251267736,7344.951454880271,2435.5399688269395,9200.76226661475,3630.348351158553,6439.1375071191405,4508.365406379377,4704.914233811071,5675.499524653866,2662.274100091425,3095.768971985449,5691.777371969175,2617.281679042939,4254.996611676034,7252.373570297621,8948.319478562176,8999.048213797783,6779.427129064114,1756.2686383486698,4079.9753344067863,9588.266589833162,8547.778775018487,152.15704340853299,1583.0502035007366,8773.025481269884,6103.392408823689,2175.303438022333,7355.211149167131,9753.849440649063,7111.845096653176,7583.61892276249,8629.51817038698,3875.5007329846844,5657.563529488084,3680.7075148621584,5524.963866758582,17.750727429648016,4904.080353404855,2757.362956931263,9948.004422674067,6412.828162186929,3929.796833146622,3359.6216586410724,3372.2081492828033,7904.363383179572,9368.15656558671,7640.562801400517,7218.743079431474,6234.45289138228,7081.30510818645,5017.284089435573,383.48593518120265,5844.9622696160095,2821.286858739829,674.9605531598615,2248.4358248881085
43,9632.158501340165,8971.138965407179,8710.548565803581,3981.904517154855,4889.067238251827,7359.529399520429,2745.8581029770403,4922.014187917573,7794.512151640141,7438.205146959642,6382.041568712791,9611.458642742973,9837.275453525779,3990.427080116849,9999.91562006426,5240.401196108053,1479.5022636684312,5112.037008628836,5126.53917189909,6490.6949604116535,9309.848641850927,7471.666149712747,3060.7492205409253,5991.448199321318,983.6157691141997,6850.151914360026,876.2301787752075,8353.072645390912,4065.2728012451194,3527.6797105759215,6425.474540578802,7360.239884799815,4774.093846674235,2518.0475911714293,8455.524273532072,3391.2972812238786,2612.301439262202,686.8758456003885,9794.925678515228,9507.73877477868,5418.8176981537445,889.6246931505782,5473.922520382763,7028.830409695812,131.40266339821315,5856.976755674409,9972.575037095778,9257.382639991481,8146.586400804565,729.4701238449309,7757.922136945505,3986.4856185552826,2400.2650953031452,7619.883856619529,6958.994255012833,1156.0773990306095,8865.320420273383,8656.635590190266,8901.254629804109,2034.1202975643444,1224.2722563852371,3137.6936816582433,5235.027374222211,2117.052602495529,7754.688354979737,7916.134982908663,6784.9758065113965,4460.902265323297,8686.380366689022,1100.1715970648368,3482.3364328960183
27,1917.7719046651948,3537.490812165063,7543.772066973325,8149.990865865198,8069.517820227785,4365.258283189906,6332.346592893205,3713.011679967373,9071.450040120595,8417.753085360495,4479.521325855865,1586.7895259708328,9217.102931548034,8363.050725255736,1026.088825966681,2670.0233625959454,3708.6632515698043,5102.148316013773,492.9923975923899,9196.760706440284,7137.562081854777,5990.679180652764,8202.755190826703,3906.9720388006076,1694.691269749093,1747.0052843014246,8147.079908082513,9391.108889189527,7022.530702561814,2943.9038932526173,47.46662727317284,2852.641873901672,9490.79475872857,2726.9844738359043,3019.608680210444,1434.3887285161707,581.4705501193695,9923.895163358502,6244.683337895331,3297.2180809215247,1834.7795564868368,8356.219486497439,5688.751693979871,7189.340854552217,5418.549489140249,1158.0905156689626,7386.746799256111,2192.145999220347,3213.173953663366,149.9316514947157,6273.819047551051,4130.783817540535,5268.662802213255,78.4341206105497,6759.838158597905,4718.683679362665,5694.863638061477,1587.8313062343911,9453.47362982838,8167.47562510534,7249.484580338427,1773.7567390750103,1029.6904107963737,2978.0899485770415,9999.49722138886,5983.548312949229,2722.5191910443787,9269.465658548783,1809.4117942748926,3861.056393783564,4828.464827399635
2,1448.1638143980392,9954.063950878644,7021.055166903943,9355.208407263635,6274.568610623296,2768.179693461798,997.8661109036282,3170.513612059095,3432.448065875918,859.5865252144558,8199.880987461012,9326.621047516688,9780.19230269581,2374.991635450563,4532.431965321562,7073.878437097987,2198.285879825087,982.6676368649647,3535.4111893378754,5493.287489469025,5848.06745147892,9056.891952718228,5638.9800403778245,1231.3017713077716,2730.712481304835,7065.211030468212,6656.468551328665,8063.104563809589,4778.559279411418,7144.466704062877,1667.5569885782036,8154.85974288246,9230.856113527278,7195.508772029518,3820.155254528013,5300.5495154592945,6668.841962889617,7179.124759989329,6582.62859487245,2985.0796337998504,4562.735505520365,7425.0433937982925,5692.857715294751,5632.13662778865,6605.285815506485,4992.961526310431,5212.478239122034,9638.926466414972,9760.991707395031,7585.651507889365,4534.983328413123,5601.615561781917,7287.717983272767,4169.164638344378,6450.370868503729,3149.3133735415795,5563.865912292784,32.689515393952384,1619.2958404241592,9522.145903792485,5898.681912817956,1014.8408919958403,4557.700590993728,6969.31372647429,6656.457010296172,1473.8270175754199,5556.141537824638,1792.3222153061654,498.96859408476325,6354.765036138401,9066.317257451483
12,2025.8957951232624,9248.433864041823,8410.922022662646,215.45315942969688,5171.159547865742,1808.6610761359666,249.5063791405842,6799.856869999686,9688.48309135293,1951.6387740449984,6236.459349380794,8543.507868840119,9072.575339940035,9981.3823466062,9484.565468202216,2342.62511394206,8916.088717734723,8261.008003631328,8498.01616526668,6995.2848062322355,1628.949137084806,6882.842192221008,5023.138939361084,1249.8180013799454,6128.925137192423,1066.8344804360056,3446.475839185099,2230.678023914213,1754.8210841080763,5203.740239937739,6324.213593625463,9155.389983231753,5610.156053694237,9204.312227783485,7826.463751492188,8186.7308465461865,524.2751446108879,5783.5792850644,9064.961358454357,3921.1388117171555,9169.025890949355,5322.312440471545,6291.695385973917,6045.698146930895,9948.791837618146,7085.810879827335,9769.607816944586,2612.3764730369203,5455.640393017773,133.29499742287544,8999.372141087491,7965.906094183011,1235.4651709633793,1870.2337544306133,8627.58094194413,299.5271094797611,4383.041619134349,2447.5010131063304,7174.884372238191,2835.2203072762095,2922.040907827859,1105.7508495584445,344.8007710672018,4246.993872529198,9687.334860556392,9389.167713654011,681.101561938771,7374.8794070274325,550.1653136394051,3690.5962683796515,7458.018626952912
